CUR YYYY-MM-DD
USD 2004-12-11
USD 2004-12-12
USD 2004-12-18
USD 2004-12-19
USD 2004-12-25
USD 2004-12-26
USD 2005-01-01
USD 2005-01-02
USD 2005-01-08
USD 2005-01-09
USD 2005-01-15
USD 2005-01-16
USD 2005-01-22
USD 2005-01-23
USD 2005-01-29
USD 2005-01-30
USD 2005-02-05
USD 2005-02-06
USD 2005-02-12
USD 2005-02-13
USD 2005-02-19
USD 2005-02-20
USD 2005-02-26
USD 2005-02-27
USD 2005-03-05
USD 2005-03-06
USD 2005-03-12
USD 2005-03-13
USD 2005-03-19
USD 2005-03-20
USD 2005-03-26
USD 2005-03-27
USD 2005-04-02
USD 2005-04-03
USD 2005-04-09
USD 2005-04-10
USD 2005-04-16
USD 2005-04-17
USD 2005-04-23
USD 2005-04-24
USD 2005-04-30
USD 2005-05-01
USD 2005-05-07
USD 2005-05-08
USD 2005-05-14
USD 2005-05-15
USD 2005-05-21
USD 2005-05-22
USD 2005-05-28
USD 2005-05-29
USD 2005-06-04
USD 2005-06-05
USD 2005-06-11
USD 2005-06-12
USD 2005-06-18
USD 2005-06-19
USD 2005-06-25
USD 2005-06-26
USD 2005-07-02
USD 2005-07-03
USD 2005-07-09
USD 2005-07-10
USD 2005-07-16
USD 2005-07-17
USD 2005-07-23
USD 2005-07-24
USD 2005-07-30
USD 2005-07-31
USD 2005-08-06
USD 2005-08-07
USD 2005-08-13
USD 2005-08-14
USD 2005-08-20
USD 2005-08-21
USD 2005-08-27
USD 2005-08-28
USD 2005-09-03
USD 2005-09-04
USD 2005-09-10
USD 2005-09-11
USD 2005-09-17
USD 2005-09-18
USD 2005-09-24
USD 2005-09-25
USD 2005-10-01
USD 2005-10-02
USD 2005-10-08
USD 2005-10-09
USD 2005-10-15
USD 2005-10-16
USD 2005-10-22
USD 2005-10-23
USD 2005-10-29
USD 2005-10-30
USD 2005-11-05
USD 2005-11-06
USD 2005-11-12
USD 2005-11-13
USD 2005-11-19
USD 2005-11-20
USD 2005-11-26
USD 2005-11-27
USD 2005-12-03
USD 2005-12-04
USD 2005-12-10
USD 2005-12-11
USD 2005-12-17
USD 2005-12-18
USD 2005-12-24
USD 2005-12-25
USD 2005-12-31
USD 2006-01-01
USD 2006-01-07
USD 2006-01-08
USD 2006-01-14
USD 2006-01-15
USD 2006-01-21
USD 2006-01-22
USD 2006-01-28
USD 2006-01-29
USD 2006-02-04
USD 2006-02-05
USD 2006-02-11
USD 2006-02-12
USD 2006-02-18
USD 2006-02-19
USD 2006-02-25
USD 2006-02-26
USD 2006-03-04
USD 2006-03-05
USD 2006-03-11
USD 2006-03-12
USD 2006-03-18
USD 2006-03-19
USD 2006-03-25
USD 2006-03-26
USD 2006-04-01
USD 2006-04-02
USD 2006-04-08
USD 2006-04-09
USD 2006-04-15
USD 2006-04-16
USD 2006-04-22
USD 2006-04-23
USD 2006-04-29
USD 2006-04-30
USD 2006-05-06
USD 2006-05-07
USD 2006-05-13
USD 2006-05-14
USD 2006-05-20
USD 2006-05-21
USD 2006-05-27
USD 2006-05-28
USD 2006-06-03
USD 2006-06-04
USD 2006-06-10
USD 2006-06-11
USD 2006-06-17
USD 2006-06-18
USD 2006-06-24
USD 2006-06-25
USD 2006-07-01
USD 2006-07-02
USD 2006-07-08
USD 2006-07-09
USD 2006-07-15
USD 2006-07-16
USD 2006-07-22
USD 2006-07-23
USD 2006-07-29
USD 2006-07-30
USD 2006-08-05
USD 2006-08-06
USD 2006-08-12
USD 2006-08-13
USD 2006-08-19
USD 2006-08-20
USD 2006-08-26
USD 2006-08-27
USD 2006-09-02
USD 2006-09-03
USD 2006-09-09
USD 2006-09-10
USD 2006-09-16
USD 2006-09-17
USD 2006-09-23
USD 2006-09-24
USD 2006-09-30
USD 2006-10-01
USD 2006-10-07
USD 2006-10-08
USD 2006-10-14
USD 2006-10-15
USD 2006-10-21
USD 2006-10-22
USD 2006-10-28
USD 2006-10-29
USD 2006-11-04
USD 2006-11-05
USD 2006-11-11
USD 2006-11-12
USD 2006-11-18
USD 2006-11-19
USD 2006-11-25
USD 2006-11-26
USD 2006-12-02
USD 2006-12-03
USD 2006-12-09
USD 2006-12-10
USD 2006-12-16
USD 2006-12-17
USD 2006-12-23
USD 2006-12-24
USD 2006-12-25
USD 2006-12-30
USD 2006-12-31
USD 2007-01-01
USD 2007-01-06
USD 2007-01-07
USD 2007-01-13
USD 2007-01-14
USD 2007-01-15
USD 2007-01-20
USD 2007-01-21
USD 2007-01-27
USD 2007-01-28
USD 2007-02-03
USD 2007-02-04
USD 2007-02-10
USD 2007-02-11
USD 2007-02-17
USD 2007-02-18
USD 2007-02-19
USD 2007-02-24
USD 2007-02-25
USD 2007-03-03
USD 2007-03-04
USD 2007-03-10
USD 2007-03-11
USD 2007-03-17
USD 2007-03-18
USD 2007-03-24
USD 2007-03-25
USD 2007-03-31
USD 2007-04-01
USD 2007-04-07
USD 2007-04-08
USD 2007-04-14
USD 2007-04-15
USD 2007-04-21
USD 2007-04-22
USD 2007-04-28
USD 2007-04-29
USD 2007-05-05
USD 2007-05-06
USD 2007-05-12
USD 2007-05-13
USD 2007-05-19
USD 2007-05-20
USD 2007-05-26
USD 2007-05-27
USD 2007-05-28
USD 2007-06-02
USD 2007-06-03
USD 2007-06-09
USD 2007-06-10
USD 2007-06-16
USD 2007-06-17
USD 2007-06-23
USD 2007-06-24
USD 2007-06-30
USD 2007-07-01
USD 2007-07-04
USD 2007-07-07
USD 2007-07-08
USD 2007-07-14
USD 2007-07-15
USD 2007-07-21
USD 2007-07-22
USD 2007-07-28
USD 2007-07-29
USD 2007-08-04
USD 2007-08-05
USD 2007-08-11
USD 2007-08-12
USD 2007-08-18
USD 2007-08-19
USD 2007-08-25
USD 2007-08-26
USD 2007-09-01
USD 2007-09-02
USD 2007-09-03
USD 2007-09-08
USD 2007-09-09
USD 2007-09-15
USD 2007-09-16
USD 2007-09-22
USD 2007-09-23
USD 2007-09-29
USD 2007-09-30
USD 2007-10-06
USD 2007-10-07
USD 2007-10-08
USD 2007-10-13
USD 2007-10-14
USD 2007-10-20
USD 2007-10-21
USD 2007-10-27
USD 2007-10-28
USD 2007-11-03
USD 2007-11-04
USD 2007-11-10
USD 2007-11-11
USD 2007-11-12
USD 2007-11-17
USD 2007-11-18
USD 2007-11-22
USD 2007-11-24
USD 2007-11-25
USD 2007-12-01
USD 2007-12-02
USD 2007-12-08
USD 2007-12-09
USD 2007-12-15
USD 2007-12-16
USD 2007-12-22
USD 2007-12-23
USD 2007-12-25
USD 2007-12-29
USD 2007-12-30
USD 2008-01-01
USD 2008-01-05
USD 2008-01-06
USD 2008-01-12
USD 2008-01-13
USD 2008-01-19
USD 2008-01-20
USD 2008-01-21
USD 2008-01-26
USD 2008-01-27
USD 2008-02-02
USD 2008-02-03
USD 2008-02-09
USD 2008-02-10
USD 2008-02-16
USD 2008-02-17
USD 2008-02-18
USD 2008-02-23
USD 2008-02-24
USD 2008-03-01
USD 2008-03-02
USD 2008-03-08
USD 2008-03-09
USD 2008-03-15
USD 2008-03-16
USD 2008-03-22
USD 2008-03-23
USD 2008-03-29
USD 2008-03-30
USD 2008-04-05
USD 2008-04-06
USD 2008-04-12
USD 2008-04-13
USD 2008-04-19
USD 2008-04-20
USD 2008-04-26
USD 2008-04-27
USD 2008-05-03
USD 2008-05-04
USD 2008-05-10
USD 2008-05-11
USD 2008-05-17
USD 2008-05-18
USD 2008-05-24
USD 2008-05-25
USD 2008-05-26
USD 2008-05-31
USD 2008-06-01
USD 2008-06-07
USD 2008-06-08
USD 2008-06-14
USD 2008-06-15
USD 2008-06-21
USD 2008-06-22
USD 2008-06-28
USD 2008-06-29
USD 2008-07-04
USD 2008-07-05
USD 2008-07-06
USD 2008-07-12
USD 2008-07-13
USD 2008-07-19
USD 2008-07-20
USD 2008-07-26
USD 2008-07-27
USD 2008-08-02
USD 2008-08-03
USD 2008-08-09
USD 2008-08-10
USD 2008-08-16
USD 2008-08-17
USD 2008-08-23
USD 2008-08-24
USD 2008-08-30
USD 2008-08-31
USD 2008-09-01
USD 2008-09-06
USD 2008-09-07
USD 2008-09-13
USD 2008-09-14
USD 2008-09-20
USD 2008-09-21
USD 2008-09-27
USD 2008-09-28
USD 2008-10-04
USD 2008-10-05
USD 2008-10-11
USD 2008-10-12
USD 2008-10-13
USD 2008-10-18
USD 2008-10-19
USD 2008-10-25
USD 2008-10-26
USD 2008-11-01
USD 2008-11-02
USD 2008-11-08
USD 2008-11-09
USD 2008-11-11
USD 2008-11-15
USD 2008-11-16
USD 2008-11-22
USD 2008-11-23
USD 2008-11-27
USD 2008-11-29
USD 2008-11-30
USD 2008-12-06
USD 2008-12-07
USD 2008-12-13
USD 2008-12-14
USD 2008-12-20
USD 2008-12-21
USD 2008-12-25
USD 2008-12-27
USD 2008-12-28
USD 2009-01-01
USD 2009-01-03
USD 2009-01-04
USD 2009-01-10
USD 2009-01-11
USD 2009-01-17
USD 2009-01-18
USD 2009-01-19
USD 2009-01-24
USD 2009-01-25
USD 2009-01-31
USD 2009-02-01
USD 2009-02-07
USD 2009-02-08
USD 2009-02-14
USD 2009-02-15
USD 2009-02-16
USD 2009-02-21
USD 2009-02-22
USD 2009-02-28
USD 2009-03-01
USD 2009-03-07
USD 2009-03-08
USD 2009-03-14
USD 2009-03-15
USD 2009-03-21
USD 2009-03-22
USD 2009-03-28
USD 2009-03-29
USD 2009-04-04
USD 2009-04-05
USD 2009-04-11
USD 2009-04-12
USD 2009-04-18
USD 2009-04-19
USD 2009-04-25
USD 2009-04-26
USD 2009-05-02
USD 2009-05-03
USD 2009-05-09
USD 2009-05-10
USD 2009-05-16
USD 2009-05-17
USD 2009-05-23
USD 2009-05-24
USD 2009-05-25
USD 2009-05-30
USD 2009-05-31
USD 2009-06-06
USD 2009-06-07
USD 2009-06-13
USD 2009-06-14
USD 2009-06-20
USD 2009-06-21
USD 2009-06-27
USD 2009-06-28
USD 2009-07-04
USD 2009-07-05
USD 2009-07-11
USD 2009-07-12
USD 2009-07-18
USD 2009-07-19
USD 2009-07-25
USD 2009-07-26
USD 2009-08-01
USD 2009-08-02
USD 2009-08-08
USD 2009-08-09
USD 2009-08-15
USD 2009-08-16
USD 2009-08-22
USD 2009-08-23
USD 2009-08-29
USD 2009-08-30
USD 2009-09-05
USD 2009-09-06
USD 2009-09-07
USD 2009-09-12
USD 2009-09-13
USD 2009-09-19
USD 2009-09-20
USD 2009-09-26
USD 2009-09-27
USD 2009-10-03
USD 2009-10-04
USD 2009-10-10
USD 2009-10-11
USD 2009-10-12
USD 2009-10-17
USD 2009-10-18
USD 2009-10-24
USD 2009-10-25
USD 2009-10-31
USD 2009-11-01
USD 2009-11-07
USD 2009-11-08
USD 2009-11-11
USD 2009-11-14
USD 2009-11-15
USD 2009-11-21
USD 2009-11-22
USD 2009-11-26
USD 2009-11-28
USD 2009-11-29
USD 2009-12-05
USD 2009-12-06
USD 2009-12-12
USD 2009-12-13
USD 2009-12-19
USD 2009-12-20
USD 2009-12-25
USD 2009-12-26
USD 2009-12-27
USD 2010-01-01
USD 2010-01-02
USD 2010-01-03
USD 2010-01-09
USD 2010-01-10
USD 2010-01-16
USD 2010-01-17
USD 2010-01-18
USD 2010-01-23
USD 2010-01-24
USD 2010-01-30
USD 2010-01-31
USD 2010-02-06
USD 2010-02-07
USD 2010-02-13
USD 2010-02-14
USD 2010-02-15
USD 2010-02-20
USD 2010-02-21
USD 2010-02-27
USD 2010-02-28
USD 2010-03-06
USD 2010-03-07
USD 2010-03-13
USD 2010-03-14
USD 2010-03-20
USD 2010-03-21
USD 2010-03-27
USD 2010-03-28
USD 2010-04-03
USD 2010-04-04
USD 2010-04-10
USD 2010-04-11
USD 2010-04-17
USD 2010-04-18
USD 2010-04-24
USD 2010-04-25
USD 2010-05-01
USD 2010-05-02
USD 2010-05-08
USD 2010-05-09
USD 2010-05-15
USD 2010-05-16
USD 2010-05-22
USD 2010-05-23
USD 2010-05-29
USD 2010-05-30
USD 2010-05-31
USD 2010-06-05
USD 2010-06-06
USD 2010-06-12
USD 2010-06-13
USD 2010-06-19
USD 2010-06-20
USD 2010-06-26
USD 2010-06-27
USD 2010-07-03
USD 2010-07-04
USD 2010-07-05
USD 2010-07-10
USD 2010-07-11
USD 2010-07-17
USD 2010-07-18
USD 2010-07-24
USD 2010-07-25
USD 2010-07-31
USD 2010-08-01
USD 2010-08-07
USD 2010-08-08
USD 2010-08-14
USD 2010-08-15
USD 2010-08-21
USD 2010-08-22
USD 2010-08-28
USD 2010-08-29
USD 2010-09-04
USD 2010-09-05
USD 2010-09-06
USD 2010-09-11
USD 2010-09-12
USD 2010-09-18
USD 2010-09-19
USD 2010-09-25
USD 2010-09-26
USD 2010-10-02
USD 2010-10-03
USD 2010-10-09
USD 2010-10-10
USD 2010-10-11
USD 2010-10-16
USD 2010-10-17
USD 2010-10-23
USD 2010-10-24
USD 2010-10-30
USD 2010-10-31
USD 2010-11-06
USD 2010-11-07
USD 2010-11-11
USD 2010-11-13
USD 2010-11-14
USD 2010-11-20
USD 2010-11-21
USD 2010-11-25
USD 2010-11-27
USD 2010-11-28
USD 2010-12-04
USD 2010-12-05
USD 2010-12-11
USD 2010-12-12
USD 2010-12-18
USD 2010-12-19
USD 2010-12-25
USD 2010-12-26
USD 2011-01-01
USD 2011-01-02
USD 2011-01-08
USD 2011-01-09
USD 2011-01-15
USD 2011-01-16
USD 2011-01-17
USD 2011-01-22
USD 2011-01-23
USD 2011-01-29
USD 2011-01-30
USD 2011-02-05
USD 2011-02-06
USD 2011-02-12
USD 2011-02-13
USD 2011-02-19
USD 2011-02-20
USD 2011-02-21
USD 2011-02-26
USD 2011-02-27
USD 2011-03-05
USD 2011-03-06
USD 2011-03-12
USD 2011-03-13
USD 2011-03-19
USD 2011-03-20
USD 2011-03-26
USD 2011-03-27
USD 2011-04-02
USD 2011-04-03
USD 2011-04-09
USD 2011-04-10
USD 2011-04-16
USD 2011-04-17
USD 2011-04-23
USD 2011-04-24
USD 2011-04-30
USD 2011-05-01
USD 2011-05-07
USD 2011-05-08
USD 2011-05-14
USD 2011-05-15
USD 2011-05-21
USD 2011-05-22
USD 2011-05-28
USD 2011-05-29
USD 2011-05-30
USD 2011-06-04
USD 2011-06-05
USD 2011-06-11
USD 2011-06-12
USD 2011-06-18
USD 2011-06-19
USD 2011-06-25
USD 2011-06-26
USD 2011-07-02
USD 2011-07-03
USD 2011-07-04
USD 2011-07-09
USD 2011-07-10
USD 2011-07-16
USD 2011-07-17
USD 2011-07-23
USD 2011-07-24
USD 2011-07-30
USD 2011-07-31
USD 2011-08-06
USD 2011-08-07
USD 2011-08-13
USD 2011-08-14
USD 2011-08-20
USD 2011-08-21
USD 2011-08-27
USD 2011-08-28
USD 2011-09-03
USD 2011-09-04
USD 2011-09-05
USD 2011-09-10
USD 2011-09-11
USD 2011-09-17
USD 2011-09-18
USD 2011-09-24
USD 2011-09-25
USD 2011-10-01
USD 2011-10-02
USD 2011-10-08
USD 2011-10-09
USD 2011-10-10
USD 2011-10-15
USD 2011-10-16
USD 2011-10-22
USD 2011-10-23
USD 2011-10-29
USD 2011-10-30
USD 2011-11-05
USD 2011-11-06
USD 2011-11-11
USD 2011-11-12
USD 2011-11-13
USD 2011-11-19
USD 2011-11-20
USD 2011-11-24
USD 2011-11-26
USD 2011-11-27
USD 2011-12-03
USD 2011-12-04
USD 2011-12-10
USD 2011-12-11
USD 2011-12-17
USD 2011-12-18
USD 2011-12-24
USD 2011-12-25
USD 2011-12-26
USD 2011-12-31
USD 2012-01-01
USD 2012-01-02
USD 2012-01-07
USD 2012-01-08
USD 2012-01-14
USD 2012-01-15
USD 2012-01-16
USD 2012-01-21
USD 2012-01-22
USD 2012-01-28
USD 2012-01-29
USD 2012-02-04
USD 2012-02-05
USD 2012-02-11
USD 2012-02-12
USD 2012-02-18
USD 2012-02-19
USD 2012-02-20
USD 2012-02-25
USD 2012-02-26
USD 2012-03-03
USD 2012-03-04
USD 2012-03-10
USD 2012-03-11
USD 2012-03-17
USD 2012-03-18
USD 2012-03-24
USD 2012-03-25
USD 2012-03-31
USD 2012-04-01
USD 2012-04-07
USD 2012-04-08
USD 2012-04-14
USD 2012-04-15
USD 2012-04-21
USD 2012-04-22
USD 2012-04-28
USD 2012-04-29
USD 2012-05-05
USD 2012-05-06
USD 2012-05-12
USD 2012-05-13
USD 2012-05-19
USD 2012-05-20
USD 2012-05-26
USD 2012-05-27
USD 2012-05-28
USD 2012-06-02
USD 2012-06-03
USD 2012-06-09
USD 2012-06-10
USD 2012-06-16
USD 2012-06-17
USD 2012-06-23
USD 2012-06-24
USD 2012-06-30
USD 2012-07-01
USD 2012-07-04
USD 2012-07-07
USD 2012-07-08
USD 2012-07-14
USD 2012-07-15
USD 2012-07-21
USD 2012-07-22
USD 2012-07-28
USD 2012-07-29
USD 2012-08-04
USD 2012-08-05
USD 2012-08-11
USD 2012-08-12
USD 2012-08-18
USD 2012-08-19
USD 2012-08-25
USD 2012-08-26
USD 2012-09-01
USD 2012-09-02
USD 2012-09-03
USD 2012-09-08
USD 2012-09-09
USD 2012-09-15
USD 2012-09-16
USD 2012-09-22
USD 2012-09-23
USD 2012-09-29
USD 2012-09-30
USD 2012-10-06
USD 2012-10-07
USD 2012-10-08
USD 2012-10-13
USD 2012-10-14
USD 2012-10-20
USD 2012-10-21
USD 2012-10-27
USD 2012-10-28
USD 2012-11-03
USD 2012-11-04
USD 2012-11-10
USD 2012-11-11
USD 2012-11-12
USD 2012-11-17
USD 2012-11-18
USD 2012-11-22
USD 2012-11-24
USD 2012-11-25
USD 2012-12-01
USD 2012-12-02
USD 2012-12-08
USD 2012-12-09
USD 2012-12-15
USD 2012-12-16
USD 2012-12-22
USD 2012-12-23
USD 2012-12-25
USD 2012-12-29
USD 2012-12-30
USD 2013-01-01
USD 2013-01-05
USD 2013-01-06
USD 2013-01-12
USD 2013-01-13
USD 2013-01-19
USD 2013-01-20
USD 2013-01-21
USD 2013-01-26
USD 2013-01-27
USD 2013-02-02
USD 2013-02-03
USD 2013-02-09
USD 2013-02-10
USD 2013-02-16
USD 2013-02-17
USD 2013-02-18
USD 2013-02-23
USD 2013-02-24
USD 2013-03-02
USD 2013-03-03
USD 2013-03-09
USD 2013-03-10
USD 2013-03-16
USD 2013-03-17
USD 2013-03-23
USD 2013-03-24
USD 2013-03-30
USD 2013-03-31
USD 2013-04-06
USD 2013-04-07
USD 2013-04-13
USD 2013-04-14
USD 2013-04-20
USD 2013-04-21
USD 2013-04-27
USD 2013-04-28
USD 2013-05-04
USD 2013-05-05
USD 2013-05-11
USD 2013-05-12
USD 2013-05-18
USD 2013-05-19
USD 2013-05-25
USD 2013-05-26
USD 2013-05-27
USD 2013-06-01
USD 2013-06-02
USD 2013-06-08
USD 2013-06-09
USD 2013-06-15
USD 2013-06-16
USD 2013-06-22
USD 2013-06-23
USD 2013-06-29
USD 2013-06-30
USD 2013-07-04
USD 2013-07-06
USD 2013-07-07
USD 2013-07-13
USD 2013-07-14
USD 2013-07-20
USD 2013-07-21
USD 2013-07-27
USD 2013-07-28
USD 2013-08-03
USD 2013-08-04
USD 2013-08-10
USD 2013-08-11
USD 2013-08-17
USD 2013-08-18
USD 2013-08-24
USD 2013-08-25
USD 2013-08-31
USD 2013-09-01
USD 2013-09-02
USD 2013-09-07
USD 2013-09-08
USD 2013-09-14
USD 2013-09-15
USD 2013-09-21
USD 2013-09-22
USD 2013-09-28
USD 2013-09-29
USD 2013-10-05
USD 2013-10-06
USD 2013-10-12
USD 2013-10-13
USD 2013-10-14
USD 2013-10-19
USD 2013-10-20
USD 2013-10-26
USD 2013-10-27
USD 2013-11-02
USD 2013-11-03
USD 2013-11-09
USD 2013-11-10
USD 2013-11-11
USD 2013-11-16
USD 2013-11-17
USD 2013-11-23
USD 2013-11-24
USD 2013-11-28
USD 2013-11-30
USD 2013-12-01
USD 2013-12-07
USD 2013-12-08
USD 2013-12-14
USD 2013-12-15
USD 2013-12-21
USD 2013-12-22
USD 2013-12-25
USD 2013-12-28
USD 2013-12-29
USD 2014-01-01
USD 2014-01-04
USD 2014-01-05
USD 2014-01-11
USD 2014-01-12
USD 2014-01-18
USD 2014-01-19
USD 2014-01-20
USD 2014-01-25
USD 2014-01-26
USD 2014-02-01
USD 2014-02-02
USD 2014-02-08
USD 2014-02-09
USD 2014-02-15
USD 2014-02-16
USD 2014-02-17
USD 2014-02-22
USD 2014-02-23
USD 2014-03-01
USD 2014-03-02
USD 2014-03-08
USD 2014-03-09
USD 2014-03-15
USD 2014-03-16
USD 2014-03-22
USD 2014-03-23
USD 2014-03-29
USD 2014-03-30
USD 2014-04-05
USD 2014-04-06
USD 2014-04-12
USD 2014-04-13
USD 2014-04-19
USD 2014-04-20
USD 2014-04-26
USD 2014-04-27
USD 2014-05-03
USD 2014-05-04
USD 2014-05-10
USD 2014-05-11
USD 2014-05-17
USD 2014-05-18
USD 2014-05-24
USD 2014-05-25
USD 2014-05-26
USD 2014-05-31
USD 2014-06-01
USD 2014-06-07
USD 2014-06-08
USD 2014-06-14
USD 2014-06-15
USD 2014-06-21
USD 2014-06-22
USD 2014-06-28
USD 2014-06-29
USD 2014-07-04
USD 2014-07-05
USD 2014-07-06
USD 2014-07-12
USD 2014-07-13
USD 2014-07-19
USD 2014-07-20
USD 2014-07-26
USD 2014-07-27
USD 2014-08-02
USD 2014-08-03
USD 2014-08-09
USD 2014-08-10
USD 2014-08-16
USD 2014-08-17
USD 2014-08-23
USD 2014-08-24
USD 2014-08-30
USD 2014-08-31
USD 2014-09-01
USD 2014-09-06
USD 2014-09-07
USD 2014-09-13
USD 2014-09-14
USD 2014-09-20
USD 2014-09-21
USD 2014-09-27
USD 2014-09-28
USD 2014-10-04
USD 2014-10-05
USD 2014-10-11
USD 2014-10-12
USD 2014-10-13
USD 2014-10-18
USD 2014-10-19
USD 2014-10-25
USD 2014-10-26
USD 2014-11-01
USD 2014-11-02
USD 2014-11-08
USD 2014-11-09
USD 2014-11-11
USD 2014-11-15
USD 2014-11-16
USD 2014-11-22
USD 2014-11-23
USD 2014-11-27
USD 2014-11-29
USD 2014-11-30
USD 2014-12-06
USD 2014-12-07
USD 2014-12-13
USD 2014-12-14
USD 2014-12-20
USD 2014-12-21
USD 2014-12-25
USD 2014-12-27
USD 2014-12-28
USD 2015-01-01
USD 2015-01-03
USD 2015-01-04
USD 2015-01-10
USD 2015-01-11
USD 2015-01-17
USD 2015-01-18
USD 2015-01-19
USD 2015-01-24
USD 2015-01-25
USD 2015-01-31
USD 2015-02-01
USD 2015-02-07
USD 2015-02-08
USD 2015-02-14
USD 2015-02-15
USD 2015-02-16
USD 2015-02-21
USD 2015-02-22
USD 2015-02-28
USD 2015-03-01
USD 2015-03-07
USD 2015-03-08
USD 2015-03-14
USD 2015-03-15
USD 2015-03-21
USD 2015-03-22
USD 2015-03-28
USD 2015-03-29
USD 2015-04-04
USD 2015-04-05
USD 2015-04-11
USD 2015-04-12
USD 2015-04-18
USD 2015-04-19
USD 2015-04-25
USD 2015-04-26
USD 2015-05-02
USD 2015-05-03
USD 2015-05-09
USD 2015-05-10
USD 2015-05-16
USD 2015-05-17
USD 2015-05-23
USD 2015-05-24
USD 2015-05-25
USD 2015-05-30
USD 2015-05-31
USD 2015-06-06
USD 2015-06-07
USD 2015-06-13
USD 2015-06-14
USD 2015-06-20
USD 2015-06-21
USD 2015-06-27
USD 2015-06-28
USD 2015-07-04
USD 2015-07-05
USD 2015-07-11
USD 2015-07-12
USD 2015-07-18
USD 2015-07-19
USD 2015-07-25
USD 2015-07-26
USD 2015-08-01
USD 2015-08-02
USD 2015-08-08
USD 2015-08-09
USD 2015-08-15
USD 2015-08-16
USD 2015-08-22
USD 2015-08-23
USD 2015-08-29
USD 2015-08-30
USD 2015-09-05
USD 2015-09-06
USD 2015-09-07
USD 2015-09-12
USD 2015-09-13
USD 2015-09-19
USD 2015-09-20
USD 2015-09-26
USD 2015-09-27
USD 2015-10-03
USD 2015-10-04
USD 2015-10-10
USD 2015-10-11
USD 2015-10-12
USD 2015-10-17
USD 2015-10-18
USD 2015-10-24
USD 2015-10-25
USD 2015-10-31
USD 2015-11-01
USD 2015-11-07
USD 2015-11-08
USD 2015-11-11
USD 2015-11-14
USD 2015-11-15
USD 2015-11-21
USD 2015-11-22
USD 2015-11-26
USD 2015-11-28
USD 2015-11-29
USD 2015-12-05
USD 2015-12-06
USD 2015-12-12
USD 2015-12-13
USD 2015-12-19
USD 2015-12-20
USD 2015-12-25
USD 2015-12-26
USD 2015-12-27
USD 2016-01-01
USD 2016-01-02
USD 2016-01-03
USD 2016-01-09
USD 2016-01-10
USD 2016-01-16
USD 2016-01-17
USD 2016-01-18
USD 2016-01-23
USD 2016-01-24
USD 2016-01-30
USD 2016-01-31
USD 2016-02-06
USD 2016-02-07
USD 2016-02-13
USD 2016-02-14
USD 2016-02-15
USD 2016-02-20
USD 2016-02-21
USD 2016-02-27
USD 2016-02-28
USD 2016-03-05
USD 2016-03-06
USD 2016-03-12
USD 2016-03-13
USD 2016-03-19
USD 2016-03-20
USD 2016-03-26
USD 2016-03-27
USD 2016-04-02
USD 2016-04-03
USD 2016-04-09
USD 2016-04-10
USD 2016-04-16
USD 2016-04-17
USD 2016-04-23
USD 2016-04-24
USD 2016-04-30
USD 2016-05-01
USD 2016-05-07
USD 2016-05-08
USD 2016-05-14
USD 2016-05-15
USD 2016-05-21
USD 2016-05-22
USD 2016-05-28
USD 2016-05-29
USD 2016-05-30
USD 2016-06-04
USD 2016-06-05
USD 2016-06-11
USD 2016-06-12
USD 2016-06-18
USD 2016-06-19
USD 2016-06-25
USD 2016-06-26
USD 2016-07-02
USD 2016-07-03
USD 2016-07-04
USD 2016-07-09
USD 2016-07-10
USD 2016-07-16
USD 2016-07-17
USD 2016-07-23
USD 2016-07-24
USD 2016-07-30
USD 2016-07-31
USD 2016-08-06
USD 2016-08-07
USD 2016-08-13
USD 2016-08-14
USD 2016-08-20
USD 2016-08-21
USD 2016-08-27
USD 2016-08-28
USD 2016-09-03
USD 2016-09-04
USD 2016-09-05
USD 2016-09-10
USD 2016-09-11
USD 2016-09-17
USD 2016-09-18
USD 2016-09-24
USD 2016-09-25
USD 2016-10-01
USD 2016-10-02
USD 2016-10-08
USD 2016-10-09
USD 2016-10-10
USD 2016-10-15
USD 2016-10-16
USD 2016-10-22
USD 2016-10-23
USD 2016-10-29
USD 2016-10-30
USD 2016-11-05
USD 2016-11-06
USD 2016-11-11
USD 2016-11-12
USD 2016-11-13
USD 2016-11-19
USD 2016-11-20
USD 2016-11-24
USD 2016-11-26
USD 2016-11-27
USD 2016-12-03
USD 2016-12-04
USD 2016-12-10
USD 2016-12-11
USD 2016-12-17
USD 2016-12-18
USD 2016-12-24
USD 2016-12-25
USD 2016-12-26
USD 2016-12-31
USD 2017-01-01
USD 2017-01-02
USD 2017-01-07
USD 2017-01-08
USD 2017-01-14
USD 2017-01-15
USD 2017-01-16
USD 2017-01-21
USD 2017-01-22
USD 2017-01-28
USD 2017-01-29
USD 2017-02-04
USD 2017-02-05
USD 2017-02-11
USD 2017-02-12
USD 2017-02-18
USD 2017-02-19
USD 2017-02-20
USD 2017-02-25
USD 2017-02-26
USD 2017-03-04
USD 2017-03-05
USD 2017-03-11
USD 2017-03-12
USD 2017-03-18
USD 2017-03-19
USD 2017-03-25
USD 2017-03-26
USD 2017-04-01
USD 2017-04-02
USD 2017-04-08
USD 2017-04-09
USD 2017-04-15
USD 2017-04-16
USD 2017-04-22
USD 2017-04-23
USD 2017-04-29
USD 2017-04-30
USD 2017-05-06
USD 2017-05-07
USD 2017-05-13
USD 2017-05-14
